title,review,review_date,travel_date,airline,rate
Mediocre But Acceptable,"Biman is a very basic and simple airline but you get an acceptable level of service as long as you're not expecting too much.Mired with corruption and vested interests, Biman somehow manages to provide a base service that simply exists to get you safely to your destination. We can expect no more. And you should expect no more.Some new Boeing 777 planes make the experience more palatable. Seats are comfy enough for an 9/10/11 hour flight. This also means that Biman planes are better at time-keeping and schedules are much more reliable.Food is not the best in the world of aviation but then you shouldn't expect it to be so for the economy price. Biman flight hosts and hostesses vanish after serving the food and only reappear at the next service time hours later. The flight crew are usually not in a good mood so be careful how you interact with them. In these days of political correctness and hurt feelings any raised voices or harsh words directed at them will result in massive problems for you. Don't raise your voice. Stay calm and endure. Focus on the end result that you want; a safe and hassle-free flight to Sylhet. Remember: THERE IS ONLY ONE WAY TO FLY DIRECT TO SYLHET FROM THE UK! We have no other choice. Don't let the flight crew's melancholy infect your trip. Leave them to wallow in their private depression. Just say 'thank you' and smile at the appropriate times.I do have some sympathy with the flight crew, however, as Sylheti Bengalis can be some of the most uncouth and uncivilised people you will ever come across. Having said that, you'll also find that Sylhetis are some of the most engaging and fascinating and fun people to spend 9 hours on a plane with. Avoid using the loos if you can. After a couple of hours the loos are unusable. Use the time to watch a movie, get some sleep and save your energy... because your REAL problems will begin as soon as you land in Sylhet! Biman personal in Sylhet and Dhaka airports are crooks in uniforms. In most countries criminals are in jail but it seems in Bangladesh they give them uniforms and salaried positions in the nations airports. Be wary and don't, don't, don't trust any of these bandits. They're not there to help you; only to hinder and obstruct you as much as possible.Once away from the banditry of the airport, you'll discover that Sylhet and Bangladesh are the most beautiful of places you can visit. The colours, the images, the noise, the sounds of the land, the juxtaposition of modernity and innovation with old and classical traditions. The indigenous, local people will welcome you with open arms and offer help and assistance where possible. Help is just a shout and a beckon away.You can be sure that the people in Biman Bangladesh Airlines and the airports DEFINITELY DO NOT represent the best of Bangladesh itself.I would recommend Biman Bangladesh Airlines for the single reason that they operate the ONLY direct flight to Sylhet from the UK. At the time of writing there is no other alternative. You simply get on the plane and 9 hour later you're in Sylhet. For that, I for one, am very grateful.","Reviewed March 26, 2018 ",Date of travel: February 2018,Biman_Bangladesh_Airlines,3 of 5 bubbles
"Delays, Delays and More Delays","Was delayed by TWO HOURS for a THIRTY MINUTE journey. They never give you any updates, information or anything. I don’t think this Airline has ever NOT been delayed even when I flew the next day from Dhaka to London it was delayed again no one gave any information, you are left to your own devices wondering what the hell is going on. I will not be using this Airline ever again unfortunately. My experience has been absolutely awful especially due to the delays on my Sylhet to Dhaka flight. Also when I got off the plane I had to wait a while until the bus came to take us to our terminal (really it should have been there waiting for us) I paid extra to get to my destination quicker than a car but in the end it took me longer from start to finish and I lost a day. It’s a good job I had no other flights to catch that day otherwise I would have missed it due to the delays. I would suggest you avoid this airline at all costs. ","Reviewed March 17, 2018 ",Date of travel: March 2018,Biman_Bangladesh_Airlines,1 of 5 bubbles
Experience in Biman Bangladesh Airlines.,"The journey from Kolkata to Dhaka was of 30 mins. only, but the flight was delayed for about two hours. It is learnt that this delay is usual for this airlines. However the flight mentained its schedule while coming back from Dhaka.","Reviewed March 9, 2018 ",Date of travel: February 2018,Biman_Bangladesh_Airlines,4 of 5 bubbles
A very basic airline,"This is a very basic airline. No frills. The seats were average, the legroom was tight. The flight attendants were very busy and no able to spend extra time anywhere.","Reviewed March 7, 2018 ",Date of travel: February 2018,Biman_Bangladesh_Airlines,3 of 5 bubbles
bad experience,"both our flights had a really long delay, and as i understood this is quite normal for them. Also, Dhaka airport is the dirtiest airport i have seen...","Reviewed March 6, 2018 ",Date of travel: February 2018,Biman_Bangladesh_Airlines,1 of 5 bubbles
A fresh journey with family,"This February me along with my family went to Singapore for treatment purpose through Bangladesh Biman. It was a wonderful journey having nice hospitality of flight crews. Moreover, it was bound in time.We enjoyed the tour very much.","Reviewed March 5, 2018 ",Date of travel: February 2018,Biman_Bangladesh_Airlines,4 of 5 bubbles
Satisfied ,04/02/2018I made my way from Dhaka to Bangkok through Biman Bangladesh Airlines the service Biman staff provided that was amazing. The problem I faced that was mosquito inside the plane. Hope they will improve there service in future....,"Reviewed March 4, 2018 ",Date of travel: March 2018,Biman_Bangladesh_Airlines,4 of 5 bubbles
Excellent ,"Last week I travel with BG 85 & ❤️it. Staffs r very professional, friendly, 10/10 excellent service. Very very helpful. Take off and landing was very smooth. Food was good. Clean toilet. On time. I am soo happy with Biman and surly will fly again. ","Reviewed February 28, 2018 ",Date of travel: March 2018,Biman_Bangladesh_Airlines,5 of 5 bubbles
Lack of communication and customer service,"Flight was delayed by over five hours from Yangon to Dhaka with no communication at all about the continued delay. I rang the office to be told that the flight was delayed due to fog whilst staff on the ground were telling us the flight was delayed due to a technical error. Due to the delay from Yangon, missed our connecting from to Kolkata and had to stay overnight in Dhaka. No hotel accommodation was provided. Airline staff asked us to pay for visas which we refused and were ultimately put in the lounge to sit in chairs all night. Biryani was provided as a meal at 1:30 in the morning. Staff were rude, curt and yelled at some of the passengers. Appalling service. Would never travel by this airline even if they gave me free tickets.","Reviewed February 16, 2018 ",Date of travel: January 2018,Biman_Bangladesh_Airlines,1 of 5 bubbles
Average ,"Biman Bangladesh Airlines is good for domestic routes according to me but never travelled out of Bangladesh so can't tell about it. This airlines is owned by government and price is quite reasonable. It has timing issues, get delayed moat of the time. ","Reviewed February 10, 2018 ",Date of travel: December 2017,Biman_Bangladesh_Airlines,4 of 5 bubbles
delayed by 5 hours,"the flight was rescheduled a night before to be delayed by little under 5 hours, we could not informed, the check in was smooth, we got lunch at the airport lounge, in flight meal was poor. flight was smooth. seats and comfort average. no in flight entertainmemnt.","Reviewed February 4, 2018 ",Date of travel: January 2018,Biman_Bangladesh_Airlines,3 of 5 bubbles
Not a very good experience to share,Not a very good experience on Check in counter at Kolkata Airport as the service man and the supervisor woman was not help full at all.,"Reviewed January 30, 2018 ",Date of travel: June 2017,Biman_Bangladesh_Airlines,3 of 5 bubbles
Fly Biman if you enjoy insults,"I am lost for words; everything is so, very terrible at both ends, Dhaka and Yangon (check-in, punctuality, attitude) and of course the food - I would have paid extra not to eat! Left late from Dhaka and also several hours delayed back from Yangon. Bombardier aircraft, not the best for comfort! To add insult to injury, I had already purchased a return ticket on Biman for Kolkata. I must say they maintain consistency: being really, really awful in everything. Will I fly Biman again? Have a guess.","Reviewed January 30, 2018 ",Date of travel: January 2018,Biman_Bangladesh_Airlines,1 of 5 bubbles
